"Ext_id";"Address";"global_id";"AdmArea";"District";"Event_type";"Name";"Requester";"TS_from";"TS_to";"Lanes_closed";"Descr";"Geometry_type";"Geometry_point";"Geometry_line";"geoData";"geodata_center";
"Идентификатор";"Местоположение";"global_id";"Административный округ";"Район";"Тип события";"Наименование события";"Инициатор";"Дата и время начала перекрытия";"Дата и время окончания перекрытия";"Количество перекрытых полос";"Дополнительная информация";"Тип геометрии";"Координаты для точечных объектов";"Координаты для линейных объектов";"geoData";"geodata_center";
"20759";"Фрунзенская наб., д.8";"2639121078";"Центральный административный округ";"район Хамовники";"Ремонтные работы";"Работы ДЖКХ";"";"19.02.2024";"20.05.2025";"1";"";"line";"";"37.595787444884735,55.73287012908498;37.59622943989959,55.73328964463284";"{coordinates=[[[37.595787445, 55.732870129], [37.59622944, 55.733289645]]], type=MultiLineString}";"";
"20890";"ул. Большая Академическая (ул. Валаамская - ул. Линии Октябрьской железной дороги)";"2639494326";"Северный административный округ";"Тимирязевский район";"Ремонтные работы";"Работы коммерческих организаций";"";"15.01.2024";"08.12.2024";"1";"";"line";"";"37.56010003387928,55.84447126979461;37.560007415255335,55.84443554074615";"{coordinates=[[[37.560100034, 55.84447127], [37.560007415, 55.844435541]]], type=MultiLineString}";"";
"20659";"ул. Новослободская (в сторону области) (ул. Палиха, влд.2/34 - ул. Новослободская, д.28)";"2639494348";"Центральный административный округ";"Тверской район";"Ремонтные работы";"Работы коммерческих организаций";"";"29.05.2024";"19.11.2024";"1";"";"line";"";"37.597433083289545,55.7834360473714;37.59722113609314,55.78368434403697";"{coordinates=[[[37.597433083, 55.783436047], [37.597221136, 55.783684344]]], type=MultiLineString}";"";
"20301";"ул. Маршала Тухачевского, д.15 - д.14, к.1";"2639494385";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы ДЖКХ";"";"07.02.2024";"30.06.2024";"1";"";"line";"";"37.48624339699745,55.78197922246133;37.48678117990494,55.781894756294946;37.4871372480092,55.7818193663786;37.48697564005852,55.78185704812583";"{coordinates=[[[37.486243397, 55.781979222], [37.48678118, 55.781894756], [37.487137248, 55.781819366], [37.48697564, 55.781857048]]], type=MultiLineString}";"";
"20292";"Зелёный пр-кт, д.76";"2639494387";"Восточный административный округ";"район Новогиреево";"Ремонтные работы";"Работы ДЖКХ";"";"19.10.2023";"30.11.2024";"1";"";"line";"";"37.82988150918291,55.74968833030943;37.830577343702316,55.749576790019546;37.83059890096344,55.74956961668961;37.83007778227329,55.749660571443485;37.830283641815186,55.74963000256642";"{coordinates=[[[37.829881509, 55.74968833], [37.830577344, 55.74957679], [37.830598901, 55.749569617], [37.830077782, 55.749660571], [37.830283642, 55.749630003]]], type=MultiLineString}";"";
"20128";"Савеловская линия, д.7 - д.9";"2639494411";"Северо-Восточный административный округ";"Бутырский район";"Ремонтные работы";"Работы коммерческих организаций";"";"29.11.2023";"28.10.2025";"2";"";"line";"";"37.58645609021187,55.80569113353798;37.58642932813777,55.80577084697984";"{coordinates=[[[37.58645609, 55.805691134], [37.586429328, 55.805770847]]], type=MultiLineString}";"";
"20078";"Чечерский пр-д, д.28 - д.26";"2639494416";"Юго-Западный административный округ";"район Южное Бутово";"Ремонтные работы";"Работы коммерческих организаций";"";"29.11.2023";"01.03.2025";"1";"";"line";"";"37.53808333685881,55.53689577880888;37.53847002983093,55.53678954522627";"{coordinates=[[[37.538083337, 55.536895779], [37.53847003, 55.536789545]]], type=MultiLineString}";"";
"19825";"Нижний Кисловский пер. (Никитский б-р, д.8А - ул. Воздвиженка)";"2639494433";"Центральный административный округ";"район Арбат";"Ремонтные работы";"Работы коммерческих организаций";"";"24.10.2023";"30.12.2026";"1";"";"line";"";"37.60227173566818,55.75359734070258;37.60234225524958,55.75363266478205";"{coordinates=[[[37.602271736, 55.753597341], [37.602342255, 55.753632665]]], type=MultiLineString}";"";
"19817";"ул. Мясищева (Филевский б-р, д.42 - д.39)";"2639494435";"Западный административный округ";"район Филёвский Парк";"Ремонтные работы";"Работы Департамента строительства";"";"18.09.2023";"21.12.2024";"2";"";"line";"";"37.479076056809596,55.762065317856724;37.479354813694954,55.76205446567769;37.47917175292969,55.762035601998576";"{coordinates=[[[37.479076057, 55.762065318], [37.479354814, 55.762054466], [37.479171753, 55.762035602]]], type=MultiLineString}";"";
"19770";"дублер Ленинского пр-кт (Ленинский пр-кт, д.67 - д.69)";"2639494446";"Юго-Западный административный округ";"Гагаринский район";"Ремонтные работы";"Работы Департамента строительства";"";"01.10.2023";"06.01.2025";"1";"";"line";"";"37.55102477967739,55.69082289436395;37.55079922276769,55.690695969920704;37.55109786987305,55.69086484816589";"{coordinates=[[[37.55102478, 55.690822894], [37.550799223, 55.69069597], [37.55109787, 55.690864848]]], type=MultiLineString}";"";
"19333";"Брюсов пер. (д.2/14, стр.9 - д.2/14, стр.1)";"2639494466";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы коммерческих организаций";"";"07.08.2023";"17.11.2025";"1";"";"line";"";"37.60575860738754,55.75787367401671;37.605312155615316,55.75747830527747;37.605578899383545,55.757721238886944";"{coordinates=[[[37.605758607, 55.757873674], [37.605312156, 55.757478305], [37.605578899, 55.757721239]]], type=MultiLineString}";"";
"19142";"местный пр-д (Ленинский пр-кт, д.39/1)";"2639494473";"Юго-Западный административный округ";"Гагаринский район";"Ремонтные работы";"Работы коммерческих организаций";"";"28.09.2023";"15.11.2024";"1";"";"line";"";"37.583281434792376,55.70819569057042;37.58300341665745,55.708038690912275;37.5828962465959,55.70797636791027";"{coordinates=[[[37.583281435, 55.708195691], [37.583003417, 55.708038691], [37.582896247, 55.707976368]]], type=MultiLineString}";"";
"19141";"Берсеневский пер. (Болотная наб., д.7, стр.2 - Берсеневский пер., д.5, стр.1)";"2639494475";"Центральный административный округ";"район Якиманка";"Ремонтные работы";"Работы коммерческих организаций";"";"04.08.2023";"07.07.2025";"1";"";"line";"";"37.611156882543526,55.74048562195954;37.61108011007309,55.740520542462605";"{coordinates=[[[37.611156883, 55.740485622], [37.61108011, 55.740520542]]], type=MultiLineString}";"";
"19093";"Хохловский пер., д.7-9, стр.1 - д.11, стр.3";"2639494480";"Центральный административный округ";"Басманный район";"Ремонтные работы";"Работы коммерческих организаций";"";"06.03.2024";"24.07.2025";"1";"";"line";"";"37.64275297522545,55.75551237189785;37.64271990631385,55.755504553107514";"{coordinates=[[[37.642752975, 55.755512372], [37.642719906, 55.755504553]]], type=MultiLineString}";"";
"18838";"Береговой пр-д, д.3";"2639494486";"Западный административный округ";"район Филёвский Парк";"Ремонтные работы";"Работы Департамента строительства";"";"29.06.2023";"31.10.2025";"2";"";"line";"";"37.5082240998745,55.75797668058635;37.50788191352335,55.757698094468644";"{coordinates=[[[37.5082241, 55.757976681], [37.507881914, 55.757698094]]], type=MultiLineString}";"";
"18793";"ул. Каспийская (ул. Каспийская, д.18Б, стр.3 - ул. Ереванская, д.35)";"2639494487";"Южный административный округ";"район Царицыно";"Ремонтные работы";"Работы Департамента строительства";"";"23.06.2023";"30.06.2024";"2";"";"line";"";"37.6802735845911,55.62746926010025;37.68031597137451,55.62745308183449";"{coordinates=[[[37.680273585, 55.62746926], [37.680315971, 55.627453082]]], type=MultiLineString}";"";
"18442";"ул. Михалковская, д.48, стр.8 - д.59/5";"2639494494";"Северный административный округ";"район Коптево";"Ремонтные работы";"Работы ДЖКХ";"";"14.06.2023";"20.12.2024";"1";"";"line";"";"37.51595959067345,55.83913059519273;37.51538445123087,55.83849573306974;37.51630773150931,55.83951512351114";"{coordinates=[[[37.515959591, 55.839130595], [37.515384451, 55.838495733], [37.516307732, 55.839515124]]], type=MultiLineString}";"";
"17846";"Шелепихинское ш. (1-й Силикатный пр-д, влд.9А - Причальный пр-д, влд.2А)";"2639494504";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы Департамента строительства";"";"02.05.2023";"01.12.2026";"2";"";"line";"";"37.514330316311096,55.764160043428966;37.51623451709747,55.7633598101074";"{coordinates=[[[37.514330316, 55.764160043], [37.516234517, 55.76335981]]], type=MultiLineString}";"";
"17528";"ул. Олеко Дундича, д.34 - д.34, к.1";"2639494511";"Западный административный округ";"район Фили-Давыдково";"Ремонтные работы";"Работы коммерческих организаций";"";"10.04.2023";"30.06.2025";"1";"";"line";"";"37.475966732099984,55.73696096111859;37.47634872794151,55.737026414412384";"{coordinates=[[[37.475966732, 55.736960961], [37.476348728, 55.737026414]]], type=MultiLineString}";"";
"17305";"Андроновское ш. (ул. Авиамоторная, д.55, стр.11 - Андроновское ш., д.7)";"2639494514";"Юго-Восточный административный округ";"район Лефортово";"Ремонтные работы";"Работы Департамента строительства";"";"02.04.2023";"30.06.2024";"2";"";"line";"";"37.734190821647644,55.74503142007458;37.73418679833412,55.74428611931765;37.734190821647644,55.74457977072308";"{coordinates=[[[37.734190822, 55.74503142], [37.734186798, 55.744286119], [37.734190822, 55.744579771]]], type=MultiLineString}";"";
"17164";"Местный пр-д (ул. Новохохловская, д.11, стр.12 - д.13, стр.7)";"2639494517";"Юго-Восточный административный округ";"Нижегородский район";"Ремонтные работы";"Работы коммерческих организаций";"";"21.03.2023";"20.05.2025";"2";"";"line";"";"37.712406776396406,55.72953225303783;37.712501138448715,55.7294965168968";"{coordinates=[[[37.712406776, 55.729532253], [37.712501138, 55.729496517]]], type=MultiLineString}";"";
"17017";"Звенигородское ш. (ул. Мневники - 3-й Силикатный пр-д, д.9)";"2639494522";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы Департамента строительства";"";"05.09.2023";"31.12.2024";"1";"";"line";"";"37.49564990401268,55.771942304507206;37.49504014973323,55.77203898276321;37.495337426662445,55.771992091947396;37.495883256196976,55.77190835848879";"{coordinates=[[[37.495649904, 55.771942305], [37.49504015, 55.772038983], [37.495337427, 55.771992092], [37.495883256, 55.771908358]]], type=MultiLineString}";"";
"16994";"ул. Ротмистрова, д.1А - д.3";"2639494523";"Северо-Западный административный округ";"район Щукино";"Ремонтные работы";"Работы коммерческих организаций";"";"21.03.2023";"30.06.2024";"1";"";"line";"";"37.4761424260217,55.79125839492814;37.476527094841,55.791256565279355";"{coordinates=[[[37.476142426, 55.791258395], [37.476527095, 55.791256565]]], type=MultiLineString}";"";
"16589";"Боковой пр-д ул. 1905 года (ул. Ходынская, д.5, стр.2)";"2639494529";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы ДКР";"";"10.01.2023";"01.12.2024";"1";"";"line";"";"37.55639590322971,55.76984815700973;37.55636871556174,55.76971143607678;37.556312084198,55.770149537111934;37.55638852715492,55.76976781373554";"{coordinates=[[[37.556395903, 55.769848157], [37.556368716, 55.769711436], [37.556312084, 55.770149537], [37.556388527, 55.769767814]]], type=MultiLineString}";"";
"16526";"ул. Розанова (ул. Розанова, д.4, стр.3 - Хорошевское ш., д.1)";"2639494531";"Северный административный округ";"Хорошёвский район";"Ремонтные работы";"Работы коммерческих организаций";"";"17.07.2023";"01.12.2025";"1";"";"line";"";"37.54314377903938,55.77289617553777;37.54293389618397,55.77285016094285;37.543635964393616,55.77299122190607;37.544250190258026,55.773094188543524;37.544516191293965,55.77313610410982";"{coordinates=[[[37.543143779, 55.772896176], [37.542933896, 55.772850161], [37.543635964, 55.772991222], [37.54425019, 55.773094189], [37.544516191, 55.773136104]]], type=MultiLineString}";"";
"14828";"Проектируемый пр-д №911 (ул. Вильгельма Пика - вход на ст. МЦК «Ботанический сад»)";"2639494538";"Северо-Восточный административный округ";"район Ростокино";"Ремонтные работы";"Работы коммерческих организаций";"";"20.09.2022";"03.08.2025";"1";"";"line";"";"37.636053918308136,55.84541359777674;37.63881942022946,55.845261684649024";"{coordinates=[[[37.636053918, 55.845413598], [37.63881942, 55.845261685]]], type=MultiLineString}";"";
"13063";"Сытинский пер. (ул. Б. Бронная - Тверской б-р)";"2639494545";"Центральный административный округ";"Тверской район";"Ремонтные работы";"Работы коммерческих организаций";"";"26.05.2022";"30.12.2025";"1";"";"line";"";"37.60342374444008,55.76352693631085;37.60347801431536,55.76350298903755";"{coordinates=[[[37.603423744, 55.763526936], [37.603478014, 55.763502989]]], type=MultiLineString}";"";
"12658";"Шелепихинское ш. (Шмитовский пр-д - Шелепихинское ш., д.1)";"2639494546";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы коммерческих организаций";"";"15.04.2022";"18.11.2024";"2";"";"line";"";"37.52394452691078,55.75615346182673;37.523644119501114,55.756187798894615;37.52388350665569,55.756176101655086;37.52413161098957,55.7555735004091;37.52356767654419,55.756195345498895;37.5240283459425,55.75604629979398;37.523525431752205,55.75621043870308;37.52374671399593,55.756187798894615;37.52400554716587,55.75609610753597;37.52350735757292,55.7562264856722";"{coordinates=[[[37.523944527, 55.756153462], [37.52364412, 55.756187799], [37.523883507, 55.756176102], [37.524131611, 55.7555735], [37.523567677, 55.756195345], [37.524028346, 55.7560463], [37.523525432, 55.756210439], [37.523746714, 55.756187799], [37.524005547, 55.756096108], [37.523507358, 55.756226486]]], type=MultiLineString}";"";
"12435";"боковой пр-д ул. Комдива Орлова (напротив ул. Комдива Орлова, д.3)";"2639494548";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Работы коммерческих организаций";"";"06.12.2022";"30.11.2024";"1";"";"line";"";"37.57800705958386,55.83557139366473;37.57843762636185,55.83633063649299";"{coordinates=[[[37.57800706, 55.835571394], [37.578437626, 55.836330636]]], type=MultiLineString}";"";
"12171";"наб. Тараса Шевченко (Кутузовский пр-кт, влд.12, стр.26) - наб. Тараса Шевченко (Кутузовский пр-кт, влд.12, стр.38)";"2639494550";"Западный административный округ";"район Дорогомилово";"Ремонтные работы";"Работы коммерческих организаций";"";"16.02.2022";"01.12.2024";"1";"";"line";"";"37.554254829883575,55.750466675409456;37.55365009501414,55.75020322851162";"{coordinates=[[[37.55425483, 55.750466675], [37.553650095, 55.750203229]]], type=MultiLineString}";"";
"11099";"ул. Демьяна Бедного от д.16, к.1 до д.22, к.1";"2639494552";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы Департамента строительства";"";"01.12.2021";"30.09.2026";"2";"";"line";"";"37.48785674571991,55.77908464356639;37.487789182619586,55.779783540521116";"{coordinates=[[[37.487856746, 55.779084644], [37.487789183, 55.779783541]]], type=MultiLineString}";"";
"10076";"ул. Крылатская, влд.15, стр.2 (в сторону ул. Нижние Мневники) - ул. Крылатская (ООТ «Дворец ледового спорта»)";"2639494554";"Западный административный округ";"район Крылатское";"Ремонтные работы";"Работы коммерческих организаций";"";"07.12.2021";"31.12.2024";"1";"";"line";"";"37.428245320916176,55.76927217128386;37.42836736142635,55.76892099309933;37.42820709022369,55.76936173642669";"{coordinates=[[[37.428245321, 55.769272171], [37.428367361, 55.768920993], [37.42820709, 55.769361736]]], type=MultiLineString}";"";
"4657";"Крутицкая наб. (Новоспасский мост) - Крутицкая наб. (ул. Симоновский Вал, д.14А, стр.3)";"2639494562";"Южный административный округ";"Даниловский район";"Ремонтные работы";"Работы Департамента строительства";"";"05.12.2021";"30.06.2025";"2";"";"line";"";"37.659315823922334,55.7229268562863;37.65929013490677,55.72371294406804";"{coordinates=[[[37.659315824, 55.722926856], [37.659290135, 55.723712944]]], type=MultiLineString}";"";
"115";"ул. Мясищева (Филевский бул., д.42 - д.39)";"2639494564";"Западный административный округ";"район Филёвский Парк";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и мосты»";"01.04.2024";"21.12.2024";"";"";"line";"";"37.479172,55.762082;37.479228,55.762079;37.479291,55.762078;37.479353,55.762079;37.479414,55.762082;37.479415,55.762082;37.479416,55.762082;37.479496,55.762086;37.479783,55.762116;37.479786,55.762117;37.479788,55.762117;37.480066,55.762159;37.48035,55.762203;37.480663,55.762247;37.480923,55.762282;37.481141,55.762314;37.481143,55.762314;37.481145,55.762315;37.481322,55.762338;37.481324,55.762338;37.481329,55.762339;37.481798,55.762401;37.481949,55.762416;37.4821,55.762428;37.482228,55.762435;37.482355,55.76244;37.482618,55.762446;37.483503,55.762472;37.483512,55.762472;37.483516,55.762472;37.483917,55.762483;37.483921,55.762483;37.483923,55.762483;37.484171,55.762488;37.484174,55.762488;37.484183,55.762488;37.485121,55.762509;37.48513,55.76251;37.485139,55.76251;37.485224,55.762512";"{coordinates=[[[37.479172, 55.762082], [37.479228, 55.762079], [37.479291, 55.762078], [37.479353, 55.762079], [37.479414, 55.762082], [37.479415, 55.762082], [37.479416, 55.762082], [37.479496, 55.762086], [37.479783, 55.762116], [37.479786, 55.762117], [37.479788, 55.762117], [37.480066, 55.762159], [37.48035, 55.762203], [37.480663, 55.762247], [37.480923, 55.762282], [37.481141, 55.762314], [37.481143, 55.762314], [37.481145, 55.762315], [37.481322, 55.762338], [37.481324, 55.762338], [37.481329, 55.762339], [37.481798, 55.762401], [37.481949, 55.762416], [37.4821, 55.762428], [37.482228, 55.762435], [37.482355, 55.76244], [37.482618, 55.762446], [37.483503, 55.762472], [37.483512, 55.762472], [37.483516, 55.762472], [37.483917, 55.762483], [37.483921, 55.762483], [37.483923, 55.762483], [37.484171, 55.762488], [37.484174, 55.762488], [37.484183, 55.762488], [37.485121, 55.762509], [37.48513, 55.76251], [37.485139, 55.76251], [37.485224, 55.762512]]], type=MultiLineString}";"";
"21912";"Боковой пр-д ул. Комдива Орлова (ул. Комдива Орлова, д.3)";"2657449334";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Работы коммерческих организаций";"";"09.03.2024";"29.12.2024";"1";"";"line";"";"37.57949776947498,55.8355752607616;37.579479486622915,55.835520449306394";"{coordinates=[[[37.579497769, 55.835575261], [37.579479487, 55.835520449]]], type=MultiLineString}";"";
"21642";"Большой Девятинский пер., д.9";"2657449356";"Центральный административный округ";"район Арбат";"Ремонтные работы";"Работы коммерческих организаций";"";"28.03.2024";"30.12.2024";"1";"";"line";"";"37.5793687250075,55.755202719092814;37.57857844233513,55.75519201165173";"{coordinates=[[[37.579368725, 55.755202719], [37.578578442, 55.755192012]]], type=MultiLineString}";"";
"21543";"ул. 2-я Магистральная (1-й Магистральный туп., д.5А)";"2657449364";"Северный административный округ";"Хорошёвский район";"Ремонтные работы";"Работы коммерческих организаций";"";"12.02.2024";"30.12.2024";"1";"";"line";"";"37.53464570586857,55.76588288601826;37.53465190529823,55.76589265726156;37.53476321697235,55.76619369071051";"{coordinates=[[[37.534645706, 55.765882886], [37.534651905, 55.765892657], [37.534763217, 55.766193691]]], type=MultiLineString}";"";
"21531";"Местный пр-д (ул. Выборгская, д.16, к.2, стр.2)";"2657449367";"Северный административный округ";"Войковский район";"Ремонтные работы";"Работы коммерческих организаций";"";"11.03.2024";"30.06.2024";"1";"";"line";"";"37.495366435349396,55.83293652814293;37.494846241149816,55.832820380830455";"{coordinates=[[[37.495366435, 55.832936528], [37.494846241, 55.832820381]]], type=MultiLineString}";"";
"21426";"ул. Тюменская (Тюменский пр-д - ул. Тюменская, д.5, стр.15)";"2657449375";"Восточный административный округ";"район Преображенское";"Ремонтные работы";"Работы ДЖКХ";"";"23.04.2024";"30.12.2024";"1";"";"line";"";"37.73930427280243,55.80897562990967;37.74026736617088,55.80897562990967";"{coordinates=[[[37.739304273, 55.80897563], [37.740267366, 55.80897563]]], type=MultiLineString}";"";
"21365";"ул. Скобелевская (ул. Поляны - Новобутовский пр-д)";"2657449384";"Юго-Западный административный округ";"район Южное Бутово";"Ремонтные работы";"Работы Департамента строительства";"";"24.02.2024";"19.01.2026";"4";"";"line";"";"37.55375191569328,55.55205944464075;37.553780291985575,55.55205205260843";"{coordinates=[[[37.553751916, 55.552059445], [37.553780292, 55.552052053]]], type=MultiLineString}";"";
"21342";"Кусковский туп. (ул. Кусковская, д.2 - Кусковский туп., д.1)";"2657449387";"Восточный административный округ";"район Перово";"Ремонтные работы";"Работы коммерческих организаций";"";"05.03.2024";"30.06.2024";"1";"";"line";"";"37.76794634285092,55.7365213562356;37.76793793759845,55.735837166787526;37.76793669909239,55.73583986482183;37.76803191751242,55.736396713299115;37.76801649481058,55.7361679344794;37.76803560554981,55.73624815822808;37.76800140738487,55.73610318907495";"{coordinates=[[[37.767946343, 55.736521356], [37.767937938, 55.735837167], [37.767936699, 55.735839865], [37.768031918, 55.736396713], [37.768016495, 55.736167934], [37.768035606, 55.736248158], [37.768001407, 55.736103189]]], type=MultiLineString}";"";
"21264";"Боковой пр-д 44-го км МКАД (внутренняя сторона) (43-й км МКАД, влд.8, стр.1 - ООТ «8-й микрорайон Тёплого Стана»)";"2657449395";"Юго-Западный административный округ";"район Тёплый Стан";"Ремонтные работы";"Работы ДЖКХ";"";"27.01.2024";"29.06.2024";"1";"";"line";"";"37.470340579748154,55.63024534971947;37.47104581356762,55.62966270299544;37.470306646688776,55.63026680217894;37.47031006962061,55.63026446637758";"{coordinates=[[[37.47034058, 55.63024535], [37.471045814, 55.629662703], [37.470306647, 55.630266802], [37.47031007, 55.630264466]]], type=MultiLineString}";"";
"21132";"Съезд с ул. Каспийская на Каширское ш. (в сторону области) (Каширское ш., д.78, к.6, стр.3 - ул. Каспийская)";"2657449407";"Южный административный округ";"район Москворечье-Сабурово";"Ремонтные работы";"Работы Департамента строительства";"";"15.01.2024";"30.06.2024";"1";"";"line";"";"37.68576053589433,55.639809902629835;37.68658027052879,55.63948461157199";"{coordinates=[[[37.685760536, 55.639809903], [37.686580271, 55.639484612]]], type=MultiLineString}";"";
"21118";"Съезд с Открытого ш. на СВХ";"2657449412";"Восточный административный округ";"район Метрогородок";"Ремонтные работы";"Работы Департамента строительства";"";"12.02.2024";"15.01.2025";"2";"";"line";"";"37.74257985336273,55.817146477485466;37.74248689413071,55.817146477485466";"{coordinates=[[[37.742579853, 55.817146477], [37.742486894, 55.817146477]]], type=MultiLineString}";"";
"20892";"Лучников пер., д.7/4, стр.5 - д.7/4, стр.1";"2657449423";"Центральный административный округ";"Басманный район";"Ремонтные работы";"Работы коммерческих организаций";"";"21.02.2024";"30.01.2025";"2";"";"line";"";"37.631267085671425,55.758411719984;37.631443282535415,55.75865628570527";"{coordinates=[[[37.631267086, 55.75841172], [37.631443283, 55.758656286]]], type=MultiLineString}";"";
"19784";"ул. Изумрудная, влд.28, к.1";"2657449459";"Северо-Восточный административный округ";"Лосиноостровский район";"Ремонтные работы";"Работы ДЖКХ";"";"02.10.2023";"30.11.2024";"1";"";"line";"";"37.68599286675453,55.873420876599624;37.68596118169475,55.87339928128194";"{coordinates=[[[37.685992867, 55.873420877], [37.685961182, 55.873399281]]], type=MultiLineString}";"";
"17062";"1-й Тружеников пер., д.12, стр.1";"2657449472";"Центральный административный округ";"район Хамовники";"Ремонтные работы";"Работы ДЖКХ";"";"28.02.2023";"10.11.2025";"1";"";"line";"";"37.57348769400878,55.73765936110769;37.57328669720328,55.73747840892142";"{coordinates=[[[37.573487694, 55.737659361], [37.573286697, 55.737478409]]], type=MultiLineString}";"";
"6413";"местный пр-д (Варшавское ш., влд.32, стр.1)";"2657449490";"Южный административный округ";"Нагорный район";"Ремонтные работы";"Работы Департамента строительства";"";"10.11.2020";"10.09.2025";"2";"";"line";"";"37.62227889157636,55.68170250525091;37.62244764715433,55.68172087888087";"{coordinates=[[[37.622278892, 55.681702505], [37.622447647, 55.681720879]]], type=MultiLineString}";"";
"22063";"Местный пр-д (ул. 1-я Вольская, д.22, к.1, стр.16 - д.23, стр.8)";"2661710591";"Юго-Восточный административный округ";"район Некрасовка";"Ремонтные работы";"Работы ДЖКХ";"";"25.03.2024";"21.12.2024";"1";"";"line";"";"37.9296650694568,55.678848898732824;37.9297399520874,55.67884570016119";"{coordinates=[[[37.929665069, 55.678848899], [37.929739952, 55.6788457]]], type=MultiLineString}";"";
"21858";"Разворотный тоннель Калужского ш. (съезд с дублера на разворотный тоннель Калужского ш. (при движении в сторону области))";"2663183162";"Новомосковский административный округ";"поселение Сосенское";"Ремонтные работы";"Работы Департамента строительства";"";"30.03.2024";"30.06.2024";"1";"";"line";"";"37.47841201722622,55.5949442657066;37.47835886910046,55.59486876921288;37.4786601215601,55.59535611558067;37.478860105108275,55.5958001839054;37.47875936329365,55.5955959488883";"{coordinates=[[[37.478412017, 55.594944266], [37.478358869, 55.594868769], [37.478660122, 55.595356116], [37.478860105, 55.595800184], [37.478759363, 55.595595949]]], type=MultiLineString}";"";
"21320";"27-й км МКАД - 28-й км МКАД";"2663183174";"Южный административный округ";"район Бирюлёво Восточное";"Ремонтные работы";"Работы Департамента строительства";"";"01.03.2024";"30.06.2024";"1";"";"line";"";"37.688695192337036,55.57629927057346;37.69038380805806,55.57693086936963";"{coordinates=[[[37.688695192, 55.576299271], [37.690383808, 55.576930869]]], type=MultiLineString}";"";
"22190";"МКАД (в районе пересечения с ул. Липецкая)";"2663199086";"Южный административный округ";"район Бирюлёво Восточное";"Ремонтные работы";"Работы Департамента строительства";"";"01.04.2024";"30.06.2024";"1";"";"line";"";"37.68710196018219,55.575428919116376;37.68693227482182,55.57536760935043";"{coordinates=[[[37.68710196, 55.575428919], [37.686932275, 55.575367609]]], type=MultiLineString}";"";
"22180";"Коровинское ш., д.2А";"2663199095";"Северный административный округ";"Бескудниковский район";"Ремонтные работы";"Работы ДЖКХ";"";"02.05.2024";"29.11.2024";"1";"";"line";"";"37.54439100623131,55.865604633101015;37.54372636606751,55.865920862281925";"{coordinates=[[[37.544391006, 55.865604633], [37.543726366, 55.865920862]]], type=MultiLineString}";"";
"21991";"Малый Ржевский пер., д.4/21";"2664611176";"Центральный административный округ";"район Арбат";"Ремонтные работы";"Работы коммерческих организаций";"";"16.05.2024";"19.03.2025";"1";"";"line";"";"37.59280270718171,55.755500312996915;37.593013755977154,55.7557183972383";"{coordinates=[[[37.592802707, 55.755500313], [37.593013756, 55.755718397]]], type=MultiLineString}";"";
"22456";"Погонный пр-д (Погонный пр-д, д.1, к.11 - ул. Миллионная, д.15, к.3)";"2664641962";"Восточный административный округ";"район Богородское";"Ремонтные работы";"Работы коммерческих организаций";"";"11.04.2024";"01.02.2025";"1";"";"line";"";"37.70092003047466,55.81759667952497;37.701449292949924,55.81736783538583";"{coordinates=[[[37.70092003, 55.81759668], [37.701449293, 55.817367835]]], type=MultiLineString}";"";
"21626";"Боковой пр-д ул. Милашенкова (ул. Милашенкова, д.18А)";"2665157864";"Северо-Восточный административный округ";"Бутырский район";"Ремонтные работы";"Работы коммерческих организаций";"";"15.04.2024";"25.12.2024";"1";"";"line";"";"37.57841482758522,55.83187498799899;37.578330657250284,55.83153368758809;37.5784295797348,55.83180268117721;37.57838398218155,55.8319284648328;37.578426226973534,55.83176050213575";"{coordinates=[[[37.578414828, 55.831874988], [37.578330657, 55.831533688], [37.57842958, 55.831802681], [37.578383982, 55.831928465], [37.578426227, 55.831760502]]], type=MultiLineString}";"";
"19807";"Местный пр-д (Берсеневская наб., влд.4, стр.3)";"2667310466";"Центральный административный округ";"район Якиманка";"Ремонтные работы";"Работы ДЖКХ";"";"03.05.2024";"30.06.2024";"1";"";"line";"";"37.610256001353264,55.73970045461263;37.610278491349234,55.73972068260542";"{coordinates=[[[37.610256001, 55.739700455], [37.610278491, 55.739720683]]], type=MultiLineString}";"";
"22724";"2-й Сетуньский пр-д, д.12, к.1";"2667332307";"Западный административный округ";"район Раменки";"Ремонтные работы";"Работы коммерческих организаций";"";"27.04.2024";"30.06.2024";"1";"";"line";"";"37.535748378765746,55.73084708085673;37.5358347594738,55.730865628560394";"{coordinates=[[[37.535748379, 55.730847081], [37.535834759, 55.730865629]]], type=MultiLineString}";"";
