"Ext_id";"Address";"global_id";"AdmArea";"District";"Event_type";"Name";"Requester";"TS_from";"TS_to";"Lanes_closed";"Descr";"Geometry_type";"Geometry_point";"Geometry_line";"geoData";"geodata_center";
"Идентификатор";"Местоположение";"global_id";"Административный округ";"Район";"Тип события";"Наименование события";"Инициатор";"Дата и время начала перекрытия";"Дата и время окончания перекрытия";"Количество перекрытых полос";"Дополнительная информация";"Тип геометрии";"Координаты для точечных объектов";"Координаты для линейных объектов";"geoData";"geodata_center";
"682";"ал. Кремлёвских Курсантов, влд.3А";"2699900208";"Юго-Восточный административный округ";"район Люблино";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"28.11.2024";"06.12.2024";"";"";"line";"";"37.7803382277489,55.679871645532;37.7806171774864,55.6797733210626";"{coordinates=[[[37.780338228, 55.679871646], [37.780617177, 55.679773321]]], type=MultiLineString}";"";
"680";"2-й Донской пр-д (в районе д.11 по ул. Орджоникидзе)";"2699900212";"Южный административный округ";"Донской район";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"27.11.2024";"05.12.2024";"";"";"line";"";"37.5942961871624,55.7100062614138;37.5942888110876,55.710090297108";"{coordinates=[[[37.594296187, 55.710006261], [37.594288811, 55.710090297]]], type=MultiLineString}";"";
"679";"Колпачный пер., д.14/5, стр.1";"2699900215";"Центральный административный округ";"Басманный район";"Ремонтные работы";"Коммерческие организации";"ООО «СК-Лазурит»";"12.10.2024";"31.12.2024";"";"";"line";"";"37.642022,55.755861;37.642133,55.755455;37.642134,55.75545;37.642134,55.755449;37.642155,55.755374";"{coordinates=[[[37.642022, 55.755861], [37.642133, 55.755455], [37.642134, 55.75545], [37.642134, 55.755449], [37.642155, 55.755374]]], type=MultiLineString}";"";
"678";"Федеративный пр-кт (в районе д.26, к.1 по ул. 2-я Владимирская)";"2699900216";"Восточный административный округ";"район Перово";"Ремонтные работы";"Работы ДЖКХ";"АО «Мосводоканал»";"27.11.2024";"31.12.2024";"";"";"line";"";"37.780888,55.754602;37.781985,55.754807";"{coordinates=[[[37.780888, 55.754602], [37.781985, 55.754807]]], type=MultiLineString}";"";
"677";"Очаковское ш., д.17, к.1";"2699900220";"Западный административный округ";"район Очаково-Матвеевское";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"03.12.2024";"11.12.2024";"";"";"line";"";"37.452128380537,55.6921492235971;37.4526447057724,55.6925418294923";"{coordinates=[[[37.452128381, 55.692149224], [37.452644706, 55.692541829]]], type=MultiLineString}";"";
"676";"ул. 2-я Прогонная (ул. Краснобогатырская, д.31, к.1 - д.75, к.1)";"2699900224";"Восточный административный округ";"район Богородское";"Ремонтные работы";"Работы ДЖКХ";"ООО «ПСК-71»";"04.12.2024";"19.01.2025";"";"";"line";"";"37.705702,55.808811;37.705725,55.808823;37.705727,55.808824;37.705728,55.808824;37.705841,55.808882;37.705842,55.808883;37.705844,55.808884;37.706052,55.80899;37.706054,55.808991;37.706055,55.808992;37.70617,55.809051;37.706171,55.809051;37.706175,55.809053;37.706536,55.809237;37.706539,55.809239";"{coordinates=[[[37.705702, 55.808811], [37.705725, 55.808823], [37.705727, 55.808824], [37.705728, 55.808824], [37.705841, 55.808882], [37.705842, 55.808883], [37.705844, 55.808884], [37.706052, 55.80899], [37.706054, 55.808991], [37.706055, 55.808992], [37.70617, 55.809051], [37.706171, 55.809051], [37.706175, 55.809053], [37.706536, 55.809237], [37.706539, 55.809239]]], type=MultiLineString}";"";
"675";"местный проезд (Международное ш., д.3А)";"2699900225";"Северный административный округ";"Молжаниновский район";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и Мосты»";"29.11.2024";"31.01.2025";"1";"";"line";"";"37.3949182033539,55.9236540590089;37.3953688144684,55.9236119796368;37.3957228660584,55.9236360249979;37.396559715271,55.9237261949692";"{coordinates=[[[37.394918203, 55.923654059], [37.395368814, 55.92361198], [37.395722866, 55.923636025], [37.396559715, 55.923726195]]], type=MultiLineString}";"";
"674";"ул. Дубнинская, влд.50";"2699900229";"Северный административный округ";"район Восточное Дегунино";"Ремонтные работы";"Работы ДЖКХ";"АО «Мосводоканал»";"03.12.2024";"31.12.2024";"";"";"line";"";"37.557394,55.894315;37.557393,55.894363;37.557393,55.894364;37.557393,55.894367;37.55739,55.894628";"{coordinates=[[[37.557394, 55.894315], [37.557393, 55.894363], [37.557393, 55.894364], [37.557393, 55.894367], [37.55739, 55.894628]]], type=MultiLineString}";"";
"673";"Очаковское ш., д.17, к.1";"2699900231";"Западный административный округ";"район Очаково-Матвеевское";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"03.12.2024";"11.12.2024";"";"";"line";"";"37.452128380537,55.6921492235971;37.4526447057724,55.6925418294923";"{coordinates=[[[37.452128381, 55.692149224], [37.452644706, 55.692541829]]], type=MultiLineString}";"";
"672";"Киевское ш. (23-й км., стр.1-24-й км., влд.1) в центр";"2699900234";"Новомосковский административный округ";"поселение Московский";"Ремонтные работы";"Коммерческие организации";"ООО «Радость»";"03.12.2024";"31.12.2024";"";"";"line";"";"37.391002,55.618507;37.39138,55.618607;37.391812,55.618717;37.392246,55.618828;37.392292,55.618842;37.392292,55.618843;37.392309,55.618847;37.393939,55.61927;37.393956,55.619274;37.393965,55.619276;37.394837,55.619502;37.394846,55.619505;37.394855,55.619507;37.395798,55.619752;37.395808,55.619754;37.395927,55.619785;37.398101,55.620356";"{coordinates=[[[37.391002, 55.618507], [37.39138, 55.618607], [37.391812, 55.618717], [37.392246, 55.618828], [37.392292, 55.618842], [37.392292, 55.618843], [37.392309, 55.618847], [37.393939, 55.61927], [37.393956, 55.619274], [37.393965, 55.619276], [37.394837, 55.619502], [37.394846, 55.619505], [37.394855, 55.619507], [37.395798, 55.619752], [37.395808, 55.619754], [37.395927, 55.619785], [37.398101, 55.620356]]], type=MultiLineString}";"";
"671";"ул. 4-я Магистральная (в районе д.15 стр.31 по ул. ул. 5-я Магистральная)";"2699900236";"Северный административный округ";"Хорошёвский район";"Ремонтные работы";"Работы ДЖКХ";"АО «МОСГАЗ»";"03.12.2024";"11.12.2024";"";"";"line";"";"37.5216539204121,55.7764242393609;37.5214983522892,55.7762431654134";"{coordinates=[[[37.52165392, 55.776424239], [37.521498352, 55.776243165]]], type=MultiLineString}";"";
"670";"ул. Дубнинская, влд.50";"2699900240";"Северный административный округ";"район Восточное Дегунино";"Ремонтные работы";"Работы ДЖКХ";"АО «Мосводоканал»";"03.12.2024";"31.12.2024";"";"";"line";"";"37.557394,55.894315;37.557393,55.894363;37.557393,55.894364;37.557393,55.894367;37.55739,55.894628";"{coordinates=[[[37.557394, 55.894315], [37.557393, 55.894363], [37.557393, 55.894364], [37.557393, 55.894367], [37.55739, 55.894628]]], type=MultiLineString}";"";
"669";"1-й Южнопортовый пр-д (в районе д.22, стр.3 по ул.  Южнопортовая)";"2699900243";"Юго-Восточный административный округ";"Южнопортовый район";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"03.12.2024";"11.12.2024";"";"";"line";"";"37.6890693604946,55.7048800472781;37.6893617212772,55.7048135317644";"{coordinates=[[[37.68906936, 55.704880047], [37.689361721, 55.704813532]]], type=MultiLineString}";"";
"667";"ул. 4-я Магистральная (в районе д.15 стр.31 по ул. ул. 5-я Магистральная)";"2699900248";"Северный административный округ";"Хорошёвский район";"Ремонтные работы";"Работы ДЖКХ";"АО «МОСГАЗ»";"03.12.2024";"11.12.2024";"";"";"line";"";"37.5216539204121,55.7764242393609;37.5214983522892,55.7762431654134";"{coordinates=[[[37.52165392, 55.776424239], [37.521498352, 55.776243165]]], type=MultiLineString}";"";
"662";"Проектируемый пр-д №5108 (в районе д.11 по ул Элеваторная)";"2699900264";"Южный административный округ";"район Бирюлёво Восточное";"Ремонтные работы";"Коммерческие организации";"ООО «ПСК ТЕЛЕКОМ»";"02.12.2024";"10.12.2024";"";"";"line";"";"37.6575198769569,55.6021914331652;37.6584854722023,55.6022005272743";"{coordinates=[[[37.657519877, 55.602191433], [37.658485472, 55.602200527]]], type=MultiLineString}";"";
"660";"ул. 2-я Владимирская, д.37, к.1";"2699900270";"Восточный административный округ";"район Перово";"Ремонтные работы";"Работы ДЖКХ";"ООО «СТРОИТЕЛЬСТВО ПРОЕКТИРОВАНИЕ СОПРОВОЖДЕНИЕ»";"02.12.2024";"10.12.2024";"";"";"line";"";"37.783420085907,55.7530761048554;37.7837419509888,55.7525627525025";"{coordinates=[[[37.783420086, 55.753076105], [37.783741951, 55.752562753]]], type=MultiLineString}";"";
"659";"ул. Михельсона, д.47";"2699900273";"Восточный административный округ";"район Косино-Ухтомский";"Ремонтные работы";"Работы ДЖКХ";"ООО «СПС»";"02.12.2024";"31.12.2025";"";"";"line";"";"37.865803,55.699956;37.865468,55.700133";"{coordinates=[[[37.865803, 55.699956], [37.865468, 55.700133]]], type=MultiLineString}";"";
"656";"Краснопресненский путепровод (от влд.2Б  по ул. Беговая до д.5, стр.2 по ул. Ходынская, в направлении ул. Ходынская)";"2699900281";"[Центральный административный округ, Северный административный округ]";"[Пресненский район, район Беговой]";"Ремонтные работы";"Коммерческие организации";"Департамент капитального ремонта города Москвы";"03.01.2023";"31.12.2025";"";"";"line";"";"37.554228,55.774018;37.554237,55.773992;37.554263,55.773914;37.554272,55.773884;37.554283,55.773849;37.554286,55.773834;37.554293,55.773804;37.554292,55.773774;37.554289,55.773758;37.554286,55.773739;37.554276,55.773718;37.554243,55.773668;37.554242,55.773668;37.554242,55.773667;37.554255,55.773634;37.554334,55.773419;37.554335,55.773417;37.554336,55.773414;37.554442,55.773126;37.554447,55.773113;37.554481,55.773021;37.554571,55.772777;37.554689,55.772459;37.554742,55.772316;37.554826,55.772087;37.554888,55.771918;37.554955,55.771738;37.554987,55.771651;37.554987,55.77165;37.554987,55.771649;37.555015,55.77157;37.555019,55.771556;37.555032,55.77152;37.555216,55.771047;37.555218,55.771042;37.555219,55.771039;37.555306,55.770816";"{coordinates=[[[37.554228, 55.774018], [37.554237, 55.773992], [37.554263, 55.773914], [37.554272, 55.773884], [37.554283, 55.773849], [37.554286, 55.773834], [37.554293, 55.773804], [37.554292, 55.773774], [37.554289, 55.773758], [37.554286, 55.773739], [37.554276, 55.773718], [37.554243, 55.773668], [37.554242, 55.773668], [37.554242, 55.773667], [37.554255, 55.773634], [37.554334, 55.773419], [37.554335, 55.773417], [37.554336, 55.773414], [37.554442, 55.773126], [37.554447, 55.773113], [37.554481, 55.773021], [37.554571, 55.772777], [37.554689, 55.772459], [37.554742, 55.772316], [37.554826, 55.772087], [37.554888, 55.771918], [37.554955, 55.771738], [37.554987, 55.771651], [37.554987, 55.77165], [37.554987, 55.771649], [37.555015, 55.77157], [37.555019, 55.771556], [37.555032, 55.77152], [37.555216, 55.771047], [37.555218, 55.771042], [37.555219, 55.771039], [37.555306, 55.770816]]], type=MultiLineString}";"";
"654";"ТТК, Лужнецкая эстакада (в районе д.15А по Новолужнецкому проезду, внутренняя сторона)";"2699900286";"Центральный административный округ";"район Хамовники";"Ремонтные работы";"Работы ДЖКХ";"ООО «Стройтех»";"30.11.2024";"31.12.2025";"";"";"line";"";"37.548177,55.72697;37.548351,55.726792;37.548864,55.726269";"{coordinates=[[[37.548177, 55.72697], [37.548351, 55.726792], [37.548864, 55.726269]]], type=MultiLineString}";"";
"653";"боковой пр-д ул. Комдива Орлова (в районе д.3 по ул. Комдива Орлова)";"2699900291";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Коммерческие организации";"ООО «Мостотрест136»";"25.02.2024";"31.12.2025";"";"";"line";"";"37.578279,55.83611;37.577942,55.835508;37.577938,55.835501;37.577937,55.835499;37.577835,55.835316;37.577834,55.835314;37.577832,55.835312;37.57777,55.835201";"{coordinates=[[[37.578279, 55.83611], [37.577942, 55.835508], [37.577938, 55.835501], [37.577937, 55.835499], [37.577835, 55.835316], [37.577834, 55.835314], [37.577832, 55.835312], [37.57777, 55.835201]]], type=MultiLineString}";"";
"652";"Проектируемый пр-д №430 (от съезда с ул. Комдива Орлова на Проектируемый пр-д №430 до влд.1 по Локомотивному проезду)";"2699900293";"Северо-Восточный административный округ";"район Марфино";"Ремонтные работы";"Коммерческие организации";"ООО «Мостотрест136»";"15.06.2020";"31.12.2025";"";"";"line";"";"37.5801740885436,55.8390554403483;37.579949855608,55.8389876651309;37.5798205732644,55.8389139181681;37.5797159671129,55.8388310492764;37.5796263812663,55.8387364442743;37.5795110459512,55.8385820822801;37.5792723293489,55.8381330776121;37.5789542194252,55.8375095072125;37.5783394579048,55.8362295693455";"{coordinates=[[[37.580174089, 55.83905544], [37.579949856, 55.838987665], [37.579820573, 55.838913918], [37.579715967, 55.838831049], [37.579626381, 55.838736444], [37.579511046, 55.838582082], [37.579272329, 55.838133078], [37.578954219, 55.837509507], [37.578339458, 55.836229569]]], type=MultiLineString}";"";
"650";"ул. 5-я Парковая (от д.18 до д.10)";"2699900297";"Восточный административный округ";"район Измайлово";"Ремонтные работы";"Работы ДЖКХ";"ООО «ПОДЗЕМТОННЕЛЬСТРОЙ»";"01.10.2024";"31.12.2025";"";"";"line";"";"37.788291,55.791916;37.788297,55.791743;37.788297,55.791736;37.788298,55.791733;37.788306,55.791489;37.788306,55.791487;37.788307,55.791485;37.788312,55.791327;37.788312,55.791326;37.788312,55.791325;37.788318,55.791206;37.788318,55.791205;37.788318,55.791204;37.788323,55.791106;37.788323,55.791105;37.788323,55.791099;37.788327,55.790995";"{coordinates=[[[37.788291, 55.791916], [37.788297, 55.791743], [37.788297, 55.791736], [37.788298, 55.791733], [37.788306, 55.791489], [37.788306, 55.791487], [37.788307, 55.791485], [37.788312, 55.791327], [37.788312, 55.791326], [37.788312, 55.791325], [37.788318, 55.791206], [37.788318, 55.791205], [37.788318, 55.791204], [37.788323, 55.791106], [37.788323, 55.791105], [37.788323, 55.791099], [37.788327, 55.790995]]], type=MultiLineString}";"";
"649";"а/д Солнцево – Бутово – Варшавское ш. (в районе пересечения с Проектируемым проездом №7051, в сторону Калужского ш.)";"2699900301";"Новомосковский административный округ";"поселение Сосенское";"Ремонтные работы";"Работы Департамента строительства";"АО «МИСК»";"04.11.2024";"31.12.2025";"";"";"line";"";"37.4665825364355,55.5621017447343;37.4673678880208,55.5614445486415";"{coordinates=[[[37.466582536, 55.562101745], [37.467367888, 55.561444549]]], type=MultiLineString}";"";
"648";"ул. 2-я Брестская, д.6";"2699900303";"Центральный административный округ";"[Пресненский район, Тверской район]";"Ремонтные работы";"Коммерческие организации";"ГБУ «МосСтройИнформ»";"02.08.2024";"31.12.2025";"";"";"line";"";"37.590757,55.770835;37.590763,55.770831;37.591265,55.77054";"{coordinates=[[[37.590757, 55.770835], [37.590763, 55.770831], [37.591265, 55.77054]]], type=MultiLineString}";"";
"646";"Стрельбищенский пер., д.17";"2699900309";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы ДЖКХ";"ООО «ПСК-71»";"30.11.2024";"31.12.2025";"";"";"line";"";"37.539995,55.762379;37.539983,55.762349;37.53994,55.762241;37.539916,55.762182;37.539847,55.76201;37.539785,55.761856;37.539785,55.761854;37.539784,55.761853;37.53978,55.761842";"{coordinates=[[[37.539995, 55.762379], [37.539983, 55.762349], [37.53994, 55.762241], [37.539916, 55.762182], [37.539847, 55.76201], [37.539785, 55.761856], [37.539785, 55.761854], [37.539784, 55.761853], [37.53978, 55.761842]]], type=MultiLineString}";"";
"645";"1-й Варшавский пр-д (в районе д.6А, стр.1 по 2-му Котляковскому пер.)";"2699900313";"Южный административный округ";"район Москворечье-Сабурово";"Ремонтные работы";"Работы Департамента строительства";"ООО фирма «Гера»";"02.12.2024";"31.12.2025";"";"";"line";"";"37.629424,55.648173;37.629525,55.648181;37.629526,55.648181;37.629528,55.648181;37.629729,55.648195";"{coordinates=[[[37.629424, 55.648173], [37.629525, 55.648181], [37.629526, 55.648181], [37.629528, 55.648181], [37.629729, 55.648195]]], type=MultiLineString}";"";
"644";"ул. Михельсона, д.47";"2699900314";"Восточный административный округ";"район Косино-Ухтомский";"Ремонтные работы";"Работы ДЖКХ";"ООО «СПС»";"02.12.2024";"31.12.2025";"";"";"line";"";"37.865803,55.699956;37.865468,55.700133";"{coordinates=[[[37.865803, 55.699956], [37.865468, 55.700133]]], type=MultiLineString}";"";
"635";"местный проезд (Международное ш., д.3А)";"2699900338";"Северный административный округ";"Молжаниновский район";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и Мосты»";"29.11.2024";"31.01.2025";"1";"";"line";"";"37.3949182033539,55.9236540590089;37.3953688144684,55.9236119796368;37.3957228660584,55.9236360249979;37.396559715271,55.9237261949692";"{coordinates=[[[37.394918203, 55.923654059], [37.395368814, 55.92361198], [37.395722866, 55.923636025], [37.396559715, 55.923726195]]], type=MultiLineString}";"";
"633";"Ленинградское ш. (в область) (Ленинградское ш., д.174 - д. 178)";"2699900344";"Северный административный округ";"Молжаниновский район";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и Мосты»";"29.11.2024";"30.12.2024";"1";"";"line";"";"37.390571,55.922245;37.390309,55.92243;37.390289,55.922444;37.390288,55.922445;37.390151,55.92254;37.38959,55.922932";"{coordinates=[[[37.390571, 55.922245], [37.390309, 55.92243], [37.390289, 55.922444], [37.390288, 55.922445], [37.390151, 55.92254], [37.38959, 55.922932]]], type=MultiLineString}";"";
"632";"съезд с Международного ш. на Ленинградское ш. (в область) (Ленинградское ш., д.174 - д.178)";"2699900347";"Северный административный округ";"Молжаниновский район";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и Мосты»";"29.11.2024";"30.12.2024";"1";"";"line";"";"37.392816,55.922125;37.3927,55.922097;37.392579,55.922073;37.392455,55.922053;37.392319,55.922035;37.392199,55.922024;37.392074,55.922018;37.391948,55.922016;37.391821,55.92202;37.391695,55.922029;37.391571,55.922044;37.391448,55.922063;37.391319,55.92209;37.391214,55.922117;37.391041,55.922167;37.390871,55.92222;37.39072,55.922272;37.390573,55.922326;37.390429,55.922383";"{coordinates=[[[37.392816, 55.922125], [37.3927, 55.922097], [37.392579, 55.922073], [37.392455, 55.922053], [37.392319, 55.922035], [37.392199, 55.922024], [37.392074, 55.922018], [37.391948, 55.922016], [37.391821, 55.92202], [37.391695, 55.922029], [37.391571, 55.922044], [37.391448, 55.922063], [37.391319, 55.92209], [37.391214, 55.922117], [37.391041, 55.922167], [37.390871, 55.92222], [37.39072, 55.922272], [37.390573, 55.922326], [37.390429, 55.922383]]], type=MultiLineString}";"";
"631";"ул. Бакинская (в область) (ул. Аршинова - ул. Каспийская)";"2699900350";"Южный административный округ";"район Царицыно";"Ремонтные работы";"Работы Департамента строительства";"АО «Дороги и Мосты»";"29.11.2024";"01.03.2026";"1";"";"line";"";"37.657805,55.617397;37.657846,55.617319;37.657958,55.617116;37.657959,55.617114;37.65796,55.617112;37.658036,55.616983;37.658067,55.616932;37.658159,55.616784;37.658241,55.616656;37.658314,55.616547;37.658389,55.616439;37.658465,55.616331;37.658544,55.616225;37.658544,55.616224;37.658545,55.616223;37.658663,55.616069;37.658775,55.615929;37.658869,55.615819;37.658985,55.615689;37.658986,55.615687;37.658988,55.615685;37.659171,55.615481;37.659173,55.615479;37.659174,55.615478;37.659329,55.615306;37.659413,55.615212";"{coordinates=[[[37.657805, 55.617397], [37.657846, 55.617319], [37.657958, 55.617116], [37.657959, 55.617114], [37.65796, 55.617112], [37.658036, 55.616983], [37.658067, 55.616932], [37.658159, 55.616784], [37.658241, 55.616656], [37.658314, 55.616547], [37.658389, 55.616439], [37.658465, 55.616331], [37.658544, 55.616225], [37.658544, 55.616224], [37.658545, 55.616223], [37.658663, 55.616069], [37.658775, 55.615929], [37.658869, 55.615819], [37.658985, 55.615689], [37.658986, 55.615687], [37.658988, 55.615685], [37.659171, 55.615481], [37.659173, 55.615479], [37.659174, 55.615478], [37.659329, 55.615306], [37.659413, 55.615212]]], type=MultiLineString}";"";
"630";"местный пр-д (в районе д.19 по ул. Пресненский Вал)";"2699900352";"Центральный административный округ";"Пресненский район";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"28.11.2024";"06.12.2024";"";"";"line";"";"37.5676538050175,55.7718087833309;37.566674798727,55.7718374489328";"{coordinates=[[[37.567653805, 55.771808783], [37.566674799, 55.771837449]]], type=MultiLineString}";"";
"626";"пересечение ул. Блохина и Проектируемого пр. №7051( пересечение ул. Блохина и Проектируемого пр. №7051)";"2699900365";"Новомосковский административный округ";"поселение Сосенское";"Ремонтные работы";"Работы Департамента строительства";"ООО «Синапс»";"02.12.2024";"29.07.2025";"1";"";"line";"";"37.4682980775833,55.5641110778138;37.4681854248047,55.564341622461;37.4679064750671,55.5644538608127;37.4676436185837,55.564550931561";"{coordinates=[[[37.468298078, 55.564111078], [37.468185425, 55.564341622], [37.467906475, 55.564453861], [37.467643619, 55.564550932]]], type=MultiLineString}";"";
"625";"ул. Нагатинская, д.27";"2699900367";"Южный административный округ";"район Нагатино-Садовники";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"27.11.2024";"05.12.2024";"";"";"line";"";"37.6564081013203,55.6777931164058;37.6539659500122,55.6780874266239";"{coordinates=[[[37.656408101, 55.677793116], [37.65396595, 55.678087427]]], type=MultiLineString}";"";
"624";"местный пр-д (в районе д.13/72 по ул. Панферова)";"2699900370";"Юго-Западный административный округ";"Гагаринский район";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"27.11.2024";"31.12.2024";"";"";"line";"";"37.5480723381043,55.6817730244116;37.5482869148254,55.6814765165905";"{coordinates=[[[37.548072338, 55.681773024], [37.548286915, 55.681476517]]], type=MultiLineString}";"";
"623";"ул. Полковая, д.3, стр.2";"2699900372";"Северо-Восточный административный округ";"район Марьина Роща";"Ремонтные работы";"Работы ДЖКХ";"ПАО «Россети Московский регион»";"27.11.2024";"31.12.2024";"";"";"line";"";"37.606976,55.798189;37.607363,55.798202";"{coordinates=[[[37.606976, 55.798189], [37.607363, 55.798202]]], type=MultiLineString}";"";
"622";"Боровское ш. (в районе пересечения с ул. 50 лет Октября, в центр)";"2699900375";"Западный административный округ";"район Солнцево";"Ремонтные работы";"Работы ДЖКХ";"АО «Стройимпульс»";"27.11.2024";"31.12.2024";"";"";"line";"";"37.409163,55.659932;37.409235,55.659944;37.409404,55.659968;37.409573,55.659988;37.409744,55.660005;37.409914,55.660019;37.409916,55.660019;37.409917,55.660019;37.40998,55.660023";"{coordinates=[[[37.409163, 55.659932], [37.409235, 55.659944], [37.409404, 55.659968], [37.409573, 55.659988], [37.409744, 55.660005], [37.409914, 55.660019], [37.409916, 55.660019], [37.409917, 55.660019], [37.40998, 55.660023]]], type=MultiLineString}";"";
"621";"Проектируемый пр. № 1078 (8-й квартал, к.2)";"2699900378";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Ремонтные работы";"Работы ДЖКХ";"ООО «Строймонтаж»";"01.12.2024";"31.12.2024";"1";"";"line";"";"37.4579501152039,55.7461370675884;37.4585294723511,55.746668481863";"{coordinates=[[[37.457950115, 55.746137068], [37.458529472, 55.746668482]]], type=MultiLineString}";"";
"620";"пересечение Сиреневого бул. и ул. 11-я Парковая (Сиреневый бул., д.32)";"2699900381";"Восточный административный округ";"[район Восточное Измайлово, район Измайлово]";"Ремонтные работы";"Работы ДЖКХ";"ООО «ТеплоВодоСтрой»";"02.12.2024";"25.01.2025";"1";"";"line";"";"37.803311,55.802663;37.803346,55.802663;37.804522,55.802674;37.804534,55.802675;37.804535,55.802675;37.804607,55.802675;37.804959,55.802679;37.804963,55.802679;37.804964,55.802679;37.805121,55.802681;37.805122,55.802681;37.805122,55.802684;37.805109,55.802916";"{coordinates=[[[37.803311, 55.802663], [37.803346, 55.802663], [37.804522, 55.802674], [37.804534, 55.802675], [37.804535, 55.802675], [37.804607, 55.802675], [37.804959, 55.802679], [37.804963, 55.802679], [37.804964, 55.802679], [37.805121, 55.802681], [37.805122, 55.802681], [37.805122, 55.802684], [37.805109, 55.802916]]], type=MultiLineString}";"";
"619";"Сурский пр-д (в районе д.6, стр.1 по ул. Ферганская)";"2699900383";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Ремонтные работы";"Работы ДЖКХ";"ООО «СТЭЛС-СК»";"26.11.2024";"04.12.2024";"";"";"line";"";"37.8028084337711,55.7090523042701;37.8026300668716,55.7088743354095";"{coordinates=[[[37.802808434, 55.709052304], [37.802630067, 55.708874335]]], type=MultiLineString}";"";
"618";"Нахимовский просп., д.36";"2699900387";"Юго-Западный административный округ";"Академический район";"Ремонтные работы";"Работы ДЖКХ";"АО «МОСГАЗ»";"04.12.2024";"15.01.2025";"1";"";"line";"";"37.568571,55.676164;37.567471,55.676537";"{coordinates=[[[37.568571, 55.676164], [37.567471, 55.676537]]], type=MultiLineString}";"";
"617";"съезд с Большого Купавенского проезда на ш. Энтузиастов (в сторону центра)";"2699900388";"Восточный административный округ";"район Ивановское";"Ремонтные работы";"Работы ДЖКХ";"ООО «Энергостройресурс»";"26.11.2024";"31.12.2024";"";"";"line";"";"37.819292,55.771989;37.819267,55.771978;37.819176,55.771925;37.819094,55.771863;37.819015,55.771798;37.818908,55.771709;37.818758,55.771605;37.818623,55.771523";"{coordinates=[[[37.819292, 55.771989], [37.819267, 55.771978], [37.819176, 55.771925], [37.819094, 55.771863], [37.819015, 55.771798], [37.818908, 55.771709], [37.818758, 55.771605], [37.818623, 55.771523]]], type=MultiLineString}";"";
"616";"ш. Энтузиастов в районе Большого Купавенского проезда (в сторону центра)";"2699900392";"Восточный административный округ";"район Ивановское";"Ремонтные работы";"Работы ДЖКХ";"ООО «Энергостройресурс»";"26.11.2024";"09.01.2025";"";"";"line";"";"37.818428,55.771457;37.81855,55.771482;37.818558,55.771483;37.818564,55.771485;37.818913,55.771557";"{coordinates=[[[37.818428, 55.771457], [37.81855, 55.771482], [37.818558, 55.771483], [37.818564, 55.771485], [37.818913, 55.771557]]], type=MultiLineString}";"";
"613";"Карельский б-р, д.5";"2699900400";"Северный административный округ";"Дмитровский район";"Ремонтные работы";"Работы ДЖКХ";"ГУП «Мосводосток»";"26.11.2024";"31.12.2024";"";"";"line";"";"37.5347664354922,55.8936207756301;37.5349273680331,55.8937742429824;37.5353028772952,55.8940089565825;37.5350110528234,55.8936254302902";"{coordinates=[[[37.534766435, 55.893620776], [37.534927368, 55.893774243], [37.535302877, 55.894008957], [37.535011053, 55.89362543]]], type=MultiLineString}";"";
